VNUM	LOCALE_NAME
700043	[LG;COLLECT_ITEMS] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
700044	[LG;COLLECT_ITEMS] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
700045	[LG;COLLECT_ITEMS] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
700046	[LG;COLLECT_ITEMS] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
700047	[LG;COLLECT_ITEMS] (30[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
700050	[LI;AUTO_TITLE] (1[LI;PET_INFORMATION_LIFE_TIME])
700051	[LI;AUTO_TITLE] (2[LI;PET_INFORMATION_LIFE_TIME])
700052	[LI;AUTO_TITLE] (6[LI;PET_INFORMATION_LIFE_TIME])
700053	[LI;AUTO_TITLE] (12[LI;PET_INFORMATION_LIFE_TIME])
700054	[LI;AUTO_TITLE] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
700055	[LI;AUTO_TITLE] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
700056	[LI;AUTO_TITLE] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
700057	[LI;AUTO_TITLE] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
700058	[LI;AUTO_TITLE]
701000	[IN;71202] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701001	[IN;71202] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701002	[IN;71202] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701003	[IN;71202] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701004	[IN;71202] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701005	[IN;71202] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701006	[IN;71202] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701007	[IN;71202] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701008	[IN;71202] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701009	[IN;71202] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701010	[IN;76030] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701011	[IN;76030] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701012	[IN;76030] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701013	[IN;76030] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701014	[IN;76030] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701015	[IN;76030] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701016	[IN;76030] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701017	[IN;76030] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701018	[IN;76030] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701019	[IN;76030] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701020	[IN;70607] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701021	[IN;70607] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701022	[IN;70607] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701023	[IN;70607] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701024	[IN;70607] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701025	[IN;70607] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701026	[IN;70607] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701027	[IN;70607] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701028	[IN;70607] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701029	[IN;70607] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701030	[IN;72054] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701031	[IN;72054] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701032	[IN;72054] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701033	[IN;72054] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701034	[IN;72054] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701035	[IN;72054] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701036	[IN;72054] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701037	[IN;72054] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701038	[IN;72054] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701039	[IN;72054] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701040	[IN;71136] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701041	[IN;71136] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701042	[IN;71136] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701043	[IN;71136] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701044	[IN;71136] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701045	[IN;71136] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701046	[IN;71136] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701047	[IN;71136] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701048	[IN;71136] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701049	[IN;71136] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701050	[IN;71188] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701051	[IN;71188] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701052	[IN;71188] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701053	[IN;71188] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701054	[IN;71188] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701055	[IN;71188] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701056	[IN;71188] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701057	[IN;71188] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701058	[IN;71188] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701059	[IN;71188] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701060	[IN;71149] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701061	[IN;71149] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701062	[IN;71149] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701063	[IN;71149] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701064	[IN;71149] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701065	[IN;71149] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701066	[IN;71149] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701067	[IN;71149] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701068	[IN;71149] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701069	[IN;71149] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701070	[IN;71148] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701071	[IN;71148] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701072	[IN;71148] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701073	[IN;71148] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701074	[IN;71148] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701075	[IN;71148] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701076	[IN;71148] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701077	[IN;71148] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701078	[IN;71148] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701079	[IN;71148] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701080	[IN;71199] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701081	[IN;71199] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701082	[IN;71199] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701083	[IN;71199] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701084	[IN;71199] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701085	[IN;71199] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701086	[IN;71199] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701087	[IN;71199] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701088	[IN;71199] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701089	[IN;71199] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701090	[IN;71145] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701091	[IN;71145] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701092	[IN;71145] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701093	[IN;71145] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701094	[IN;71145] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701095	[IN;71145] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701096	[IN;71145] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701097	[IN;71145] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701098	[IN;71145] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701099	[IN;71145] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701100	[IN;71143] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701101	[IN;71143] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701102	[IN;71143] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701103	[IN;71143] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701104	[IN;71143] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701105	[IN;71143] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701106	[IN;71143] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701107	[IN;71143] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701108	[IN;71143] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701109	[IN;71143] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701110	[IN;71158] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701111	[IN;71158] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701112	[IN;71158] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701113	[IN;71158] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701114	[IN;71158] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701115	[IN;71158] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701116	[IN;71158] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701117	[IN;71158] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701118	[IN;71158] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701119	[IN;71158] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701120	[IN;71135] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701121	[IN;71135] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701122	[IN;71135] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701123	[IN;71135] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701124	[IN;71135] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701125	[IN;71135] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701126	[IN;71135] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701127	[IN;71135] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701128	[IN;71135] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701129	[IN;71135] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701130	[IN;71202] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701131	[IN;71202] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701132	[IN;71202] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701133	[IN;71202] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701134	[IN;71202] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701135	[IN;71202] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701136	[IN;71202] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701137	[IN;71202] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701138	[IN;71202] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701139	[IN;71202] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701140	[IN;76030] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701141	[IN;76030] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701142	[IN;76030] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701143	[IN;76030] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701144	[IN;76030] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701145	[IN;76030] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701146	[IN;76030] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701147	[IN;76030] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701148	[IN;76030] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701149	[IN;76030] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701150	[IN;70607] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701151	[IN;70607] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701152	[IN;70607] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701153	[IN;70607] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701154	[IN;70607] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701155	[IN;70607] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701156	[IN;70607] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701157	[IN;70607] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701158	[IN;70607] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701159	[IN;70607] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701160	[IN;72054] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701161	[IN;72054] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701162	[IN;72054] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701163	[IN;72054] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701164	[IN;72054] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701165	[IN;72054] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701166	[IN;72054] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701167	[IN;72054] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701168	[IN;72054] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701169	[IN;72054] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701170	[IN;71136] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701171	[IN;71136] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701172	[IN;71136] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701173	[IN;71136] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701174	[IN;71136] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701175	[IN;71136] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701176	[IN;71136] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701177	[IN;71136] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701178	[IN;71136] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701179	[IN;71136] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701180	[IN;71188] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701181	[IN;71188] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701182	[IN;71188] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701183	[IN;71188] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701184	[IN;71188] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701185	[IN;71188] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701186	[IN;71188] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701187	[IN;71188] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701188	[IN;71188] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701189	[IN;71188] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701190	[IN;71149] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701191	[IN;71149] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701192	[IN;71149] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701193	[IN;71149] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701194	[IN;71149] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701195	[IN;71149] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701196	[IN;71149] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701197	[IN;71149] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701198	[IN;71149] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701199	[IN;71149] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701200	[IN;71148] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701201	[IN;71148] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701202	[IN;71148] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701203	[IN;71148] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701204	[IN;71148] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701205	[IN;71148] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701206	[IN;71148] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701207	[IN;71148] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701208	[IN;71148] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701209	[IN;71148] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701210	[IN;71199] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701211	[IN;71199] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701212	[IN;71199] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701213	[IN;71199] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701214	[IN;71199] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701215	[IN;71199] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701216	[IN;71199] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701217	[IN;71199] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701218	[IN;71199] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701219	[IN;71199] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701220	[IN;71145] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701221	[IN;71145] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701222	[IN;71145] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701223	[IN;71145] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701224	[IN;71145] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701225	[IN;71145] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701226	[IN;71145] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701227	[IN;71145] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701228	[IN;71145] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701229	[IN;71145] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701230	[IN;71143] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701231	[IN;71143] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701232	[IN;71143] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701233	[IN;71143] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701234	[IN;71143] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701235	[IN;71143] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701236	[IN;71143] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701237	[IN;71143] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701238	[IN;71143] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701239	[IN;71143] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701240	[IN;71158] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701241	[IN;71158] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701242	[IN;71158] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701243	[IN;71158] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701244	[IN;71158] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701245	[IN;71158] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701246	[IN;71158] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701247	[IN;71158] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701248	[IN;71158] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701249	[IN;71158] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701250	[IN;71135] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701251	[IN;71135] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701252	[IN;71135] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701253	[IN;71135] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701254	[IN;71135] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701255	[IN;71135] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701256	[IN;71135] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701257	[IN;71135] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701258	[IN;71135] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701259	[IN;71135] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY]) (B)
701260	[IN;72701] (1[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701261	[IN;72701] (3[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701262	[IN;72701] (5[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701263	[IN;72701] (7[LG;CZ_REWARD_TOOLTIP_WEEKLY])
701264	[IN;72701] (15[LG;CZ_REWARD_TOOLTIP_WEEKLY])
